NUTS_ID,Unemployme,Youth,ARoP,Death_rate,URBAN-RURA,Border,METRO
DE939,9.52428429,4.856821159,18.5,3.292630812018803,2,0,1
DE93A,7.935683062,4.077058241,18.5,3.292630812018803,3,0,0
DE93B,5.810509309,5.230504218,18.5,3.292630812018803,2,0,1
DE941,16.53643691,5.015059299,18.5,3.292630812018803,1,0,1
DE942,6.989708405,4.101867253,18.5,3.292630812018803,2,1,0
DE943,7.326913066,3.512243687,18.5,3.292630812018803,2,0,1
DE944,6.831377275,3.371060413,18.5,3.292630812018803,2,0,1
DE945,12.8677924,5.886664747,18.5,3.292630812018803,2,0,0
DE946,5.784207001,5.263882562,18.5,3.292630812018803,2,0,1
DE947,10.7469851,5.711039851,18.5,3.292630812018803,2,0,0
DE948,6.08627709,5.084207223,18.5,3.292630812018803,3,0,0
DE949,3.846776042,6.453368584,18.5,3.292630812018803,3,1,0
DE94A,7.399347116,4.430046836,18.5,3.292630812018803,2,0,0
DE94B,4.301295796,5.427484042,18.5,3.292630812018803,2,1,0
DE94C,9.914606574,4.827982792,18.5,3.292630812018803,2,1,0
DE94D,6.77625208,4.296900743,18.5,3.292630812018803,2,0,1
DE94E,5.265437535,7.958608267,18.5,3.292630812018803,2,0,1
DE94F,4.908557178,5.760231103,18.5,3.292630812018803,2,0,0
DE94G,9.583840062,6.26807494,18.5,3.292630812018803,2,0,0
DE94H,9.9977881,4.070168228,18.5,3.292630812018803,3,0,0
DEA11,5.849627356,5.804204875,18.5,5.105525808146008,1,0,1
DEA12,15.20922148,4.952023521,18.5,5.105525808146008,1,0,1
DEA13,11.61242526,5.80693592,18.5,5.105525808146008,1,0,1
DEA14,12.49885011,3.748757676,18.5,5.105525808146008,1,0,0
DEA15,12.25666719,5.074925377,18.5,5.105525808146008,1,1,1
DEA16,10.86261981,4.560206821,18.5,5.105525808146008,1,0,1
DEA17,15.18224555,6.141005239,18.5,5.105525808146008,1,0,1
DEA18,9.377719756,6.350989877,18.5,5.105525808146008,1,0,0
DEA19,11.81459205,4.972192837,18.5,5.105525808146008,1,0,0
DEA1A,12.60462349,6.892008996,18.5,5.105525808146008,1,0,1
DEA1B,8.089627231,4.880598488,18.5,5.105525808146008,2,1,0
DEA1C,8.272915465,5.035733132,18.5,5.105525808146008,1,0,1
DEA1D,8.716502459,6.402819813,18.5,5.105525808146008,1,0,1
DEA1E,9.337027737,6.476536746,18.5,5.105525808146008,1,1,0
DEA1F,10.35778394,6.552914572,18.5,5.105525808146008,1,0,1
DEA22,6.78359543,7.681508905,18.5,5.105525808146008,1,0,1
DEA23,8.69426872,7.995771362,18.5,5.105525808146008,1,0,1
DEA24,10.02815954,5.028282668,18.5,5.105525808146008,1,0,1
DEA26,10.52527255,5.099547841,18.5,5.105525808146008,2,1,1
DEA27,10.96348767,5.598688501,18.5,5.105525808146008,1,0,1
DEA28,9.58507458,3.265785749,18.5,5.105525808146008,2,1,0
DEA29,9.598936027,5.695300711,18.5,5.105525808146008,2,1,0
DEA2A,7.993612873,7.552250112,18.5,5.105525808146008,2,0,0
DEA2B,10.98137205,4.839805825,18.5,5.105525808146008,1,0,1
DEA2C,10.09298477,4.019540895,18.5,5.105525808146008,1,0,1
DEA2D,9.953731461,6.494707172,18.5,5.105525808146008,1,1,1
DEA31,13.40186765,6.34940966,18.5,5.105525808146008,1,0,1
DEA32,19.11915768,4.969493685,18.5,5.105525808146008,1,0,1
DEA33,4.857799264,5.771309345,18.5,5.105525808146008,1,0,1
DEA34,5.485521953,3.298163141,18.5,5.105525808146008,2,1,1
DEA35,5.159577997,4.746518927,18.5,5.105525808146008,1,0,1
DEA36,14.41275009,5.279417517,18.5,5.105525808146008,1,0,1
DEA37,6.664910885,6.883122157,18.5,5.105525808146008,2,0,0
DEA38,7.900091416,6.922518542,18.5,5.105525808146008,2,0,0
DEA41,8.739224571,7.55668997,18.5,5.105525808146008,1,0,1
DEA42,5.101413965,6.385737489,18.5,5.105525808146008,1,0,0
DEA43,7.998443504,5.585124379,18.5,5.105525808146008,1,0,0
DEA44,6.732536765,6.448747782,18.5,5.105525808146008,3,0,0
DEA45,9.367373609,4.378114959,18.5,5.105525808146008,2,0,0
DEA46,6.949083152,5.856551964,18.5,5.105525808146008,2,0,0
DEA47,7.86613779,7.728682171,18.5,5.105525808146008,2,0,1
DEA51,11.69373759,4.568365103,18.5,5.105525808146008,1,0,1
DEA52,12.79371708,2.414543947,18.5,5.105525808146008,1,0,1
DEA53,14.45419838,9.525797043,18.5,5.105525808146008,1,0,1
DEA54,12.32194557,6.070496354,18.5,5.105525808146008,1,0,1
DEA55,16.27312431,6.571108961,18.5,5.105525808146008,1,0,1
DEA56,9.571765256,5.413429719,18.5,5.105525808146008,1,0,1
DEA57,6.014403654,3.590861949,18.5,5.105525808146008,2,0,0
DEA58,9.720298618,7.952920935,18.5,5.105525808146008,1,0,1
DEA59,5.444327362,5.576443717,18.5,5.105525808146008,2,0,0
DEA5A,6.982380611,6.355967383,18.5,5.105525808146008,2,0,1
DEA5B,8.210998988,5.564420082,18.5,5.105525808146008,2,0,0
DEA5C,10.97635548,6.401038307,18.5,5.105525808146008,1,0,1
DEB11,5.220275707,5.920275253,18.5,5.092939427240948,2,0,1
DEB12,7.622419493,3.600366792,18.5,5.092939427240948,2,0,0
DEB13,9.195456697,3.415985597,18.5,5.092939427240948,3,0,1
DEB14,9.151411492,7.063539414,18.5,5.092939427240948,2,0,0
DEB15,9.677528166,5.885177512,18.5,5.092939427240948,3,0,0
DEB17,5.843702517,5.38674917,18.5,5.092939427240948,2,0,1
DEB18,7.908092376,7.015416711,18.5,5.092939427240948,2,0,0
DEB1A,7.047949162,5.425810437,18.5,5.092939427240948,2,0,0
DEB1B,5.555856466,7.303026141,18.5,5.092939427240948,3,0,0
DEB1C,6.330249245,4.708160181,18.5,5.092939427240948,3,0,0
DEB1D,6.079747335,7.20424523,18.5,5.092939427240948,3,0,0
DEB21,6.688161515,5.509540425,18.5,5.092939427240948,2,1,0
DEB22,5.345501956,7.518781594,18.5,5.092939427240948,3,0,0
DEB23,5.399668325,6.908216557,18.5,5.092939427240948,3,1,0
DEB24,6.432748538,4.968349316,18.5,5.092939427240948,3,0,0
DEB25,7.672641874,4.595812368,18.5,5.092939427240948,2,1,0
DEB31,9.077236561,4.758395902,18.5,5.092939427240948,1,0,1
DEB32,8.847655917,4.602391546,18.5,5.092939427240948,2,0,1
DEB33,6.179196704,5.611231762,18.5,5.092939427240948,1,1,0
DEB34,8.052137681,4.786291696,18.5,5.092939427240948,1,0,1
DEB35,6.062470153,4.991861323,18.5,5.092939427240948,1,0,1
DEB36,9.522811796,5.050064501,18.5,5.092939427240948,2,0,1
DEB37,10.72304996,3.384089546,18.5,5.092939427240948,3,1,0
DEB38,5.847877473,4.68550743,18.5,5.092939427240948,1,0,1
DEB39,10.1104548,8.567504214,18.5,5.092939427240948,1,0,0
DEB3A,7.497137347,10.51310003,18.5,5.092939427240948,2,1,0
DEB3B,9.592822636,8.159062279,18.5,5.092939427240948,3,0,0
DEB3C,8.947099847,9.465991363,18.5,5.092939427240948,2,0,1
DEB3D,9.941052632,15.52444161,18.5,5.092939427240948,3,0,0
DEB3E,6.926113235,4.759761296,18.5,5.092939427240948,1,1,0
DEB3F,10.71588444,5.434814386,18.5,5.092939427240948,2,0,1
DEB3G,12.60866492,4.136176717,18.5,5.092939427240948,3,0,1
DEB3H,7.825026142,10.73050085,18.5,5.092939427240948,2,1,0
DEB3I,11.66066774,,18.5,5.092939427240948,1,0,1
DEB3J,7.841738027,,18.5,5.092939427240948,2,0,1
DEB3K,12.32931727,,18.5,5.092939427240948,3,1,0
DED21,,9.284671044,18.5,13.97357692380422,1,0,1
DED2C,,7.84568424,18.5,13.97357692380422,3,1,1
DED2D,,11.18031328,18.5,13.97357692380422,2,1,1
DED2E,,6.198019199,18.5,13.97357692380422,2,0,1
DED2F,,10.55857168,18.5,13.97357692380422,1,1,1
DED41,,9.327002126,18.5,13.97357692380422,2,0,0
DED42,6.750770495,9.881034231,18.5,13.97357692380422,2,1,0
DED43,7.103577057,5.34666148,18.5,13.97357692380422,2,1,0
DED44,,7.020576196,18.5,13.97357692380422,2,1,0
DED45,,10.65530999,18.5,13.97357692380422,2,0,1
DED51,,,18.5,13.97357692380422,1,0,1
DED52,,,18.5,13.97357692380422,1,0,1
DED53,8.767527675,,18.5,13.97357692380422,3,0,1
DEE01,8.948778221,,18.5,4.879755711501188,2,0,0
DEE02,9.929833584,,18.5,4.879755711501188,2,0,1
DEE03,9.454304614,,18.5,4.879755711501188,2,0,1
DEE04,10.10963063,,18.5,4.879755711501188,3,0,0
DEE05,9.732682548,,18.5,4.879755711501188,2,0,0
DEE06,10.78640932,,18.5,4.879755711501188,3,0,1
DEE07,7.657371242,,18.5,4.879755711501188,2,0,1
DEE08,9.930985171,,18.5,4.879755711501188,3,0,0
DEE09,8.224653463,,18.5,4.879755711501188,2,0,0
DEE0A,13.55564906,11.93734817,18.5,4.879755711501188,3,0,0
DEE0B,8.681672026,7.795152463,18.5,4.879755711501188,2,0,1
DEE0C,11.28829447,12.13687246,18.5,4.879755711501188,2,0,0
DEE0D,12.81293811,10.30651389,18.5,4.879755711501188,3,0,0
DEE0E,9.407841979,12.22648624,18.5,4.879755711501188,3,0,0
DEF01,9.695501304,,18.5,2.297011508819732,2,1,1
DEF02,8.579150973,,18.5,2.297011508819732,1,0,1
DEF03,8.577552789,,18.5,2.297011508819732,2,0,1
DEF04,8.540783016,,18.5,2.297011508819732,2,0,0
DEF05,9.014173895,,18.5,2.297011508819732,3,0,0
DEF06,10.62345056,,18.5,2.297011508819732,2,0,1
DEF07,7.505625444,,18.5,2.297011508819732,3,1,0
DEF08,8.576847845,,18.5,2.297011508819732,2,0,1
DEF09,9.232835647,,18.5,2.297011508819732,1,0,1
DEF0A,10.23532471,,18.5,2.297011508819732,1,0,1
DEF0B,7.389641988,,18.5,2.297011508819732,2,0,1
DEF0C,9.150368811,,18.5,2.297011508819732,2,1,1
DEF0D,7.683013291,,18.5,2.297011508819732,2,0,1
DEF0E,9.475975601,,18.5,2.297011508819732,2,0,0
DEF0F,5.402664653,,18.5,2.297011508819732,2,0,1
DEG0E,6.992219993,,18.5,8.226390259953932,3,0,0
DEG0F,7.678209232,,18.5,8.226390259953932,3,0,1
DEG0G,7.26665949,7.032812872,18.5,8.226390259953932,2,0,0
DEG0H,6.452204198,8.82392038,18.5,8.226390259953932,3,0,0
DEG0I,8.204763035,6.440988534,18.5,8.226390259953932,2,0,0
DEG0J,6.874328679,6.80288794,18.5,8.226390259953932,2,0,0
DEG0K,6.579982999,7.416761406,18.5,8.226390259953932,3,0,0
DEG0L,8.070798666,5.842726824,18.5,8.226390259953932,2,0,0
DEG0M,10.37128955,6.45131692,18.5,8.226390259953932,2,0,0
DEG0N,7.134348677,6.673463586,18.5,8.226390259953932,3,0,0
DEG0P,7.161603944,5.300849628,18.5,8.226390259953932,3,0,0
DEG01,6.39264338,,18.5,8.226390259953932,2,0,1
DEG02,9.906245349,,18.5,8.226390259953932,2,0,0
DEG03,5.405628184,,18.5,8.226390259953932,2,0,0
DEG04,6.590552132,,18.5,8.226390259953932,2,0,0
DEG05,7.95739825,,18.5,8.226390259953932,2,0,0
DEG06,6.515030593,,18.5,8.226390259953932,3,0,0
DEG07,10.07310881,,18.5,8.226390259953932,2,0,0
DEG09,10.45713114,,18.5,8.226390259953932,3,0,0
DEG0A,13.76011444,,18.5,8.226390259953932,3,0,0
DEG0B,7.184203756,,18.5,8.226390259953932,2,0,0
DEG0C,8.083243684,,18.5,8.226390259953932,3,0,1
DEG0D,9.174061965,,18.5,8.226390259953932,2,0,1
EL30,14.1,21.3,21.3,4.23,1,0,1
EL41,16.5,41.4,41.4,4.23,3,0,0
EL42,16.7,35.8,35.8,4.23,2,0,0
EL43,17.3,38.2,38.2,4.23,2,0,0
EL51,17.2,44.1,44.1,4.23,2,1,0
EL52,18.4,38.2,38.2,4.23,3,0,0
EL53,19.7,47.0,47.0,4.23,3,1,0
EL54,17.9,38.0,38.0,4.23,3,1,0
EL61,16.9,42.8,42.8,4.23,2,0,0
EL62,16.0,41.1,41.1,4.23,3,0,0
EL63,21.6,47.6,47.6,4.23,3,0,0
EL64,19.3,63.6,63.6,4.23,3,0,0
EL65,11.4,41.2,41.2,4.23,3,0,0
HU110,3.220809554238371,10.3,8.3,9.511208629773849,1,0,1
HU120,3.183452777932228,14.1,8.3,9.511208629773849,2,1,1
HU211,2.474437818943118,12.2,8.1,9.51120862977385,2,0,1
HU212,2.92227040493462,12.2,8.1,9.51120862977385,2,1,0
HU213,2.758856590175923,12.2,8.1,9.51120862977385,2,0,0
HU221,1.717873817596272,12.2,13.8,9.51120862977385,2,1,0
HU222,1.968320432785984,12.2,13.8,9.51120862977385,2,1,0
HU223,3.658923872606842,12.2,13.8,9.51120862977385,3,1,0
HU231,7.22923596255858,14.8,19.5,9.51120862977385,2,1,1
HU232,4.238975383887775,14.8,19.5,9.51120862977385,3,1,0
HU233,2.861759283122856,14.8,19.5,9.51120862977385,3,0,0
HU311,4.849852955094344,13.1,14.0,9.51120862977385,2,1,1
HU312,3.119282497815681,13.1,14.0,9.51120862977385,3,0,0
HU313,7.725090238499511,13.1,14.0,9.51120862977385,3,1,0
HU321,5.17196793379881,19.4,15.9,9.51120862977385,2,1,1
HU322,7.580839454850366,19.4,15.9,9.51120862977385,2,0,0
HU323,8.762985655019612,19.4,15.9,9.51120862977385,3,1,0
HU331,4.725424973981185,11.9,13.4,9.51120862977385,2,1,0
HU332,5.819882392240157,11.9,13.4,9.51120862977385,2,1,0
HU333,3.199179888137592,11.9,13.4,9.51120862977385,2,1,0
IS002,5.5,10.3,6.5,1.125959124937523,3,0,0
IE041,5.65,16.0,13.9,4.31468604716745,3,1,0
IE042,4.875,16.0,13.9,4.31468604716745,3,0,0
IE052,6.85,14.3,13.9,4.31468604716745,3,0,0
IE061,6.25,15.6,13.9,4.31468604716745,1,0,1
IE062,5.325,15.6,13.9,4.31468604716745,2,1,1
IE063,6.1,15.6,13.9,4.31468604716745,3,0,0
ITC11,8.19,24.60492,6.1,18.23151096314567,1,1,1
ITC12,8.28,24.60492,6.1,18.23151096314567,2,1,0
ITC13,6.98,24.60492,6.1,18.2315109631457,2,0,0
ITC14,5.84,24.60492,6.1,18.2315109631457,2,1,0
ITC15,6.81,24.60492,6.1,18.2315109631457,2,0,0
ITC16,4.64,24.60492,6.1,18.2315109631457,3,1,0
ITC17,7.13,24.60492,6.1,18.2315109631457,3,0,0
ITC18,9.54,24.60492,6.1,18.2315109631457,3,0,0
ITC20,5.83,24.325236,5.4,30.39173344850201,2,1,0
ITC31,9.88,30.948487,6.9,18.80214529395485,1,1,0
ITC32,6.2,30.948487,6.9,18.8021452939549,2,0,0
ITC33,8.15,30.948487,6.9,18.8021452939549,1,0,1
ITC34,9.86,30.948487,6.9,18.8021452939549,1,0,0
ITC41,4.9,19.226988,6.7,24.88331706822828,1,1,0
ITC42,5.34,19.226988,6.7,24.8833170682283,1,1,0
ITC43,5.22,19.226988,6.7,24.8833170682283,1,0,0
ITC44,5.58,19.226988,6.7,24.8833170682283,2,1,0
ITC46,3.01,19.226988,6.7,24.8833170682283,1,0,1
ITC47,4.36,19.226988,6.7,24.8833170682283,2,0,1
ITC48,5.42,19.226988,6.7,24.8833170682283,2,0,0
ITC49,5.87,19.226988,6.7,24.8833170682283,2,0,1
ITC4A,5.69,19.226988,6.7,24.8833170682283,2,0,0
ITC4B,4.75,19.226988,6.7,24.8833170682283,3,0,0
ITC4C,5.71,19.226988,6.7,24.8833170682283,1,0,1
ITC4D,4.92,19.226988,6.7,24.8833170682283,1,0,1
ITF11,8.0,29.254347,12.0,9.158068258135417,3,0,0
ITF12,8.59,29.254347,12.0,9.15806825813542,2,0,0
ITF13,9.47,29.254347,12.0,9.15806825813542,2,0,0
ITF14,10.75,29.254347,12.0,9.15806825813542,2,0,0
ITF21,10.09,39.110179,17.9,6.189354310585792,3,0,0
ITF22,9.27,39.110179,17.9,6.18935431058579,3,0,0
ITF31,16.86,47.921755,20.8,4.840565090894958,1,0,0
ITF32,11.42,47.921755,20.8,4.84056509089496,3,0,0
ITF33,21.45,47.921755,20.8,4.84056509089496,1,0,1
ITF34,14.42,47.921755,20.8,4.84056509089496,2,0,0
ITF35,12.56,47.921755,20.8,4.84056509089496,2,0,0
ITF43,11.31,34.505381,18.1,6.141696631046681,1,0,1
ITF44,11.73,34.505381,18.1,6.14169663104668,1,0,0
ITF45,16.21,34.505381,18.1,6.14169663104668,1,0,0
ITF46,24.72,34.505381,18.1,6.14169663104668,3,0,0
ITF47,10.13,34.505381,18.1,6.14169663104668,1,0,1
ITF48,13.1,34.505381,18.1,6.14169663104668,1,0,0
ITF51,8.64,30.009839,23.4,4.482570392622557,3,0,0
ITF52,8.53,30.009839,23.4,4.48257039262256,2,0,0
ITF61,22.29,49.220525,20.8,2.460258379925136,2,0,0
ITF62,29.47,49.220525,20.8,2.46025837992514,2,0,0
ITF63,18.41,49.220525,20.8,2.46025837992514,2,0,0
ITF64,19.4,49.220525,20.8,2.46025837992514,3,0,0
ITF65,15.32,49.220525,20.8,2.46025837992514,2,0,0
ITG11,17.34,48.322768,17.7,4.824328398926013,2,0,0
ITG12,15.34,48.322768,17.7,4.82432839892601,1,0,1
ITG13,23.91,48.322768,17.7,4.82432839892601,2,0,1
ITG14,21.61,48.322768,17.7,4.82432839892601,2,0,0
ITG15,13.96,48.322768,17.7,4.82432839892601,1,0,0
ITG16,16.42,48.322768,17.7,4.82432839892601,2,0,0
ITG17,15.64,48.322768,17.7,4.82432839892601,1,0,1
ITG18,14.24,48.322768,17.7,4.82432839892601,2,0,0
ITG19,23.53,48.322768,17.7,4.82432839892601,1,0,0
ITH10,3.77,9.266867,4.3,13.72398825481935,3,1,0
ITH20,5.27,14.108131,4.3,19.21437411193106,2,0,0
ITH31,4.73,21.928747,6.7,12.91008054094857,2,0,1
ITH32,7.05,21.928747,6.7,12.9100805409486,2,0,0
ITH33,3.87,21.928747,6.7,12.9100805409486,3,1,0
ITH34,5.41,21.928747,6.7,12.9100805409486,2,0,0
ITH35,5.64,21.928747,6.7,12.9100805409486,1,0,1
ITH36,6.39,21.928747,6.7,12.9100805409486,2,0,1
ITH37,6.88,21.928747,6.7,12.9100805409486,3,0,0
ITH41,3.17,15.99391,6.8,13.36410725773825,2,0,0
ITH42,7.02,15.99391,6.8,13.36410725773825,2,1,0
ITH43,8.4,15.99391,6.8,13.3641072577382,1,1,0
ITH44,4.27,15.99391,6.8,13.3641072577382,1,1,0
ITI11,7.56,26.225433,5.9,9.836007859056942,2,0,0
ITI12,7.12,26.225433,5.9,9.83600785905694,2,0,0
ITI13,8.01,26.225433,5.9,9.83600785905694,1,0,0
ITI14,6.0,26.225433,5.9,9.83600785905694,1,0,1
ITI15,6.18,26.225433,5.9,9.83600785905694,1,0,1
ITI16,6.08,26.225433,5.9,9.83600785905694,2,0,0
ITI17,6.55,26.225433,5.9,9.83600785905694,2,0,0
ITI18,7.51,26.225433,5.9,9.83600785905694,2,0,0
ITI19,6.47,26.225433,5.9,9.83600785905694,3,0,0
ITI1A,6.31,26.225433,5.9,9.83600785905694,3,0,0
ITI21,8.37,27.237756,8.0,7.0446409588986,2,0,1
ITI22,7.51,27.237756,8.0,7.0446409588986,2,0,0
ITI31,7.63,29.160287,9.3,10.45831482304161,2,0,0
ITI32,8.02,29.160287,9.3,10.4583148230416,2,0,0
ITI33,5.6,29.160287,9.3,10.4583148230416,2,0,0
ITI34,10.21,29.160287,9.3,10.4583148230416,2,0,0
ITI35,4.88,29.160287,9.3,10.4583148230416,2,0,0
ITI41,8.88,32.157872,5.7,6.306791528397937,3,0,0
ITI42,6.81,32.157872,5.7,6.30679152839794,3,0,0
ITI43,8.7,32.157872,5.7,6.30679152839794,1,0,1
ITI44,11.33,32.157872,5.7,6.30679152839794,2,0,0
ITI45,11.25,32.157872,5.7,6.30679152839794,2,0,0
LV003,7.4,14.9,35.8,3.160915774437469,2,1,0
LV005,12.4,14.9,35.3,3.160915774437469,2,1,0
LV006,7.5,14.9,51.9,3.16091577443747,1,0,1
LV007,6.8,14.9,56.2,3.16091577443747,2,1,1
LV008,8.8,14.9,49.9,3.16091577443747,3,1,0
LV009,7.5,14.9,56.1,3.16091577443747,3,1,0
LT011,11.5,15.3,15.9,9.530646146121137,1,1,1
LT021,14.6,21.0,23.0,13.79876184082942,2,1,0
LT022,13.0,21.0,23.0,13.59176037282288,2,0,1
LT023,10.6,21.0,23.0,12.37662443195669,2,1,0
LT024,13.8,21.0,23.0,13.09714570025828,3,1,0
LT025,14.1,21.0,23.0,12.3585982224453,2,1,0
LT026,12.5,21.0,23.0,16.59960528127534,2,1,0
LT027,13.8,21.0,23.0,18.18736250571758,3,1,0
LT028,13.4,21.0,23.0,16.84365262263328,2,1,0
LT029,15.2,21.0,23.0,8.402487136192313,2,1,0
LU000,21.2,5.3,17.4,7.874040900291963,2,1,1
NL11,5.2,12.3,19.5,1.43377495877897,2,1,1
NL12,3.9,9.3,14.3,2.523243845362078,2,0,0
NL13,3.7,10.3,12.4,2.754809776333754,2,1,0
NL21,3.5,8.2,12.7,5.686481315478413,2,1,1
NL22,3.5,7.9,12.7,6.107523087779585,1,0,0
NL23,3.9,10.2,12.5,3.687760182118618,1,0,1
NL31,3.5,9.4,11.4,6.42798721376317,1,0,1
NL32,3.9,9.8,13.9,5.528685787631094,1,0,1
NL33,4.4,10.6,14.9,7.421950009868336,1,0,1
NL34,2.6,5.4,12.6,3.207401535380507,2,1,0
NL41,3.5,7.7,11.6,9.219826333275456,1,1,1
NL42,3.5,7.7,12.4,8.995695492574747,2,1,0
NO02,5.1,12.6,12.8,0.806695009669162,3,1,0
NO06,3.8,15.0675,13.0,0.806695009669162,2,1,1
NO07,4.7,12.6,12.3,0.806695009669162,3,1,0
NO08,4.5,13.8,11.6,0.806695009669162,1,0,0
NO09,4.3,9.9,16.4,0.806695009669162,2,0,0
NO0A,3.2,8.5541,12.8,0.806695009669162,2,0,0
PL11,3.2,9.9,11.3,10.27494185736494,2,0,0
PL12,3.2,9.9,11.3,6.013180210982425,1,0,1
PL21,2.7,9.9,13.7,1.853523592834545,3,0,0
PL22,2.7,9.9,9.5,6.128978920602576,2,1,0
PL31,5.83,9.9,14.1,4.237256038208214,2,1,0
PL32,5.83,9.9,14.1,7.802724561002734,2,0,0
PL33,5.83,9.9,14.1,14.02168633608891,2,0,0
PL34,5.83,9.9,14.1,6.494662676038425,3,0,0
PL41,1.8,7.9,15.6,8.926505773058103,2,1,0
PL42,3.4,10.5,11.9,10.74416503898947,2,0,0
PL43,1.7,11.38,11.7,9.27691027959549,3,0,0
PL51,3.1,10.3,11.3,5.396520326485989,2,0,0
PL52,2.9,9.7,14.4,14.67789814196701,3,0,0
PL61,3.1,11.6,16.6,9.819715101493141,3,0,0
PL62,3.1,14.4,20.1,12.02254692152751,3,1,0
PL63,3.1,7.3,10.1,3.738987580603031,2,0,1
PT11,6.7,6.8,18.1,8.743229311466497,2,1,0
PT15,7.1,13.8,17.7,2.030081705086153,2,1,0
PT16,4.9,5.7,16.6,4.401779653946154,3,0,0
PT17,7.1,7.6,11.1,8.214378515209173,1,0,1
PT18,6.9,7.4,16.9,2.895432313592352,3,1,0
PT20,7.9,5.4,28.5,0.906110479579565,2,0,0
PT30,7.0,12.3,26.3,0.471968975905984,1,0,0
RO111,11.4,21.1,15.5,11.3530273847159,3,1,0
RO112,11.4,21.1,15.5,10.00543460656688,3,0,0
RO113,11.4,21.1,15.5,3.213145711930213,2,0,1
RO114,11.4,21.1,15.5,8.547083089857752,3,1,0
RO115,11.4,21.1,15.5,3.170127137194045,3,1,0
RO116,11.4,21.1,15.5,7.049666807977555,3,0,0
RO121,3.39,28.8,21.9,9.077464114684807,3,0,0
RO122,2.29,28.8,21.9,8.978898684781038,2,0,1
RO123,4.17,28.8,21.9,7.296190594366546,3,0,0
RO124,4.09,28.8,21.9,6.932811437480304,3,0,0
RO125,2.56,28.8,21.9,8.252279692264988,3,0,0
RO126,2.33,28.8,21.9,12.93293562687359,2,0,0
RO211,5.12,8.4,35.6,8.169344491797977,3,0,0
RO212,2.66,8.4,35.6,5.151874060579665,3,1,0
RO213,2.88,8.4,35.6,5.235324691052767,2,1,1
RO214,4.18,8.4,35.6,3.808785293983488,3,0,0
RO215,4.82,8.4,35.6,6.661113063967552,3,1,0
RO216,6.59,8.4,35.6,6.773465218793678,3,1,0
RO221,3.84,13.4,32.6,12.45120944613103,2,0,0
RO222,6.88,13.4,32.6,4.741398272566856,3,0,0
RO223,2.43,13.4,32.6,8.405961835445487,2,1,1
RO224,5.9,13.4,32.6,6.097402506532217,2,1,1
RO225,3.22,13.4,32.6,6.663161566051192,3,1,0
RO226,3.82,13.4,32.6,6.171925924293141,3,0,0
RO311,3.53,19.1,23.4,7.964843389962558,3,0,0
RO312,3.74,19.1,23.4,6.922341321382184,3,1,0
RO313,3.21,19.1,23.4,8.314258439998769,3,0,0
RO314,2.41,19.1,23.4,1.709317298670911,3,1,0
RO315,4.43,19.1,23.4,3.2232070910556,3,0,0
RO316,2.76,19.1,23.4,9.277883126744866,2,0,1
RO317,6.3,19.1,23.4,1.854853177728383,3,1,0
RO321,1.2,22.7,2.4,4.83855675877724,1,0,1
RO322,0.45,22.7,2.4,3.636408461121246,1,0,1
RO411,6.83,18.0,32.7,3.749537342495293,2,1,1
RO412,3.47,18.0,32.7,7.56446624036412,3,0,0
RO413,6.35,18.0,32.7,6.655309388171966,3,1,0
RO414,5.57,18.0,32.7,4.772534831806635,3,1,0
RO415,3.36,18.0,32.7,3.817703235288208,3,0,0
RO421,1.72,19.9,20.0,11.99778798297709,2,1,0
RO422,3.26,19.9,20.0,12.13128498874054,3,1,0
RO423,3.52,19.9,20.0,11.65467436629352,2,0,0
RO424,1.0,19.9,20.0,7.267174188357222,2,1,1
SK010,3.2,1.0,7.1,3.942699434879747,1,1,1
SK021,3.4,0.9,14.2,6.885967319092893,3,1,0
SK022,2.9,0.6,10.9,7.133460720633492,2,1,0
SK023,4.3,1.5,12.5,6.658697979848911,2,1,0
SK031,4.8,0.3,19.7,5.278311634411121,2,1,0
SK032,7.4,2.6,23.9,4.013786348787185,3,1,0
SK041,11.7,4.5,30.2,7.043924070855582,3,1,0
SK042,8.1,4.1,20.9,4.167394505028323,2,1,1
SI031,6.0,15.8,15.1,27.22386596403998,3,1,0
SI032,6.6,15.8,16.5,16.96350239574961,3,1,1
SI033,5.1,15.8,17.7,20.49325136032789,3,1,0
SI034,5.2,15.8,12.4,12.13898164415331,3,1,0
SI035,5.2,15.8,15.4,8.922947722023935,3,0,0
SI036,3.9,15.8,9.4,14.11162692551171,3,1,0
SI037,3.6,15.8,9.7,15.06635387356646,3,1,0
SI038,8.3,15.8,9.8,14.19352396813081,3,1,0
SI041,4.3,15.8,9.2,11.23769526395978,2,0,1
SI042,4.3,12.3,12.5,13.55138151494766,2,1,0
SI043,3.1,12.3,11.4,13.46989605306631,3,1,0
SI044,6.2,12.3,15.8,8.885974825947047,2,1,0
ES111,50.02,12.02,22.1,5.010902941569134,2,0,1
ES112,51.09,12.02,22.1,4.631759855440337,3,0,0
ES113,55.71,12.02,22.1,10.13451862665867,3,1,0
ES114,50.56,12.02,22.1,3.919487373424392,2,1,1
ES120,53.78,12.02,22.2,13.38699910393474,2,0,1
ES130,49.41,12.02,18.0,6.868273384753806,2,0,1
ES211,47.22,12.02,10.0,17.18843312426297,1,0,1
ES212,45.98,9.54,10.0,11.83445165179917,1,1,1
ES213,48.43,9.54,10.0,14.11553032126177,1,0,1
